Name,Followers,Friends
Nettie Lagace,9.7125270004,10.337621902
psleeman,9.7193888209,10.795227966
Tim Walsh,9.7364019313,9.4898479604
Michael Stevenson,9.7431513941,9.8933015309
Miel Vander Sande,9.7465143211,8.9068905956
Shawn Walker,9.7481928496,9.9498267108
Glenn Cumiskey,9.7498694274,10.1522848423
Steven MacCall,9.7498694274,9.0848083878
Will Houp,9.7632123668,9.3264294871
Marcin Wilkowski,9.7632123668,10.4093909361
ACM SIGIR,9.7632123668,9.7330153217
Jaap Kamps,9.7714894695,9.2620948454
Bibliothécaire,9.7731392067,11.9592775057
Michael Witt,9.8153832958,9.1241213118
Rod Graham,9.8169836233,8.7142455177
Micah Altman,9.821773982,9.5313814605
tre berney,9.82336724,10.936637939
Margaret Konkol,9.8328900142,10.2807707701
S Kingsley Brooks,9.83447105,8.4512111118
Jaime Mears,9.8360503551,9.301496195
Helena Byrne,9.8376279332,10.1623913288
Chris Prom,9.8439210513,8.4051414631
Joshua Ng 🐘 @joshuatj@digipres.club 🐘,9.8501868376,10.4655664048
Sara Day Thomson,9.8533095554,9.2526654325
Maxim Kotsemir,9.8564255286,11.9690267022
Keith Gilbertson,9.8703647196,12.2877123795
Alieu Baldeh,9.8719052377,12.0317012027
Brett William Amidon,9.890264277,12.1996723448
Daniel Bangert,9.890264277,11.1667907507
Bruno Leonard,9.9038818457,12.1059085086
S. Uskudarli,9.9158793788,10.2252074369
Rafael Sidi,9.9292584086,9.7159619903
Alexander Duryee,9.9381093262,9.1059085086
Robin C. Pike,9.9410476063,9.9787104591
Progressives Don't Let Their Friends Be Democrats,9.9498267108,11.2928967554
Tobias Kuhn,9.9541963104,10.0674343608
Sheila Morrissey,9.9643408678,10.8407779236
Ashley Sands,9.9672262588,10.7903484968
Vince Lebow,9.9672262588,11.5985178106
Ingo Frommholz,9.9672262588,9.9410476063
Raffaele Messuti @raffaele@digipres.club,9.9686667932,10.7364019313
Mark  Phillips,9.971543554,9.3219280949
Muira McCammon,9.9729797861,11.5512276036
Perry Collins,9.9787104591,10.2865577616
Brendan O'Hallarn,9.985841937,10.1085244568
chpietsch@chaos.social,9.9886846868,11.4125698468
Joe McGonegal,10,11.5887146356
ACM SIGIR 2017,10.0070272669,9.6934869575
Antenna Lab,10.0251395623,10.603626345
Helen Hockx-Yu,10.0265234425,8.9098930838
james_roe,10.037546954,11.9465408039
Mike Taylor,10.037546954,9.4030120236
Pamela VanHaitsma,10.0660891905,10.8297227351
Nıck Krabbenhöft ␕,10.068778278,9.6329951971
ISRJ,10.0794847838,10.5186531557
Ray Matthews,10.0993478104,11.3415188232
Lord Buckethead,10.1032878084,8.8486229404
Shahinul,10.1254134705,11.9399464525
Charles Watkinson,10.1305705628,10.1823943534
Gretchen Gottlich,10.1318569606,10.795227966
Andrew 7b3ec272-de21-11e7-bd26-e7b414fb0a96 Berger,10.1472049249,9.8041310212
Jason Casden,10.1598713368,11.5401280386
Stanley@Zheng.nyc,10.1649069267,11.2526654325
Patrick Hochstenbach,10.1711767977,8.1085244568
Roger Skalbeck,10.1736771363,9.8719052377
Julie Rogers,10.1885888457,11.1910592145
Open Research Exeter,10.1947568544,10.0887882387
Nicholas Taylor,10.1996723448,8.7681843248
Jennifer Regala,10.200898605,12.2882893422
Alexandra Chassanoff,10.200898605,10.7473538295
Adrian,10.2070143202,10.0028150156
Peter Murray,10.2070143202,9.113742166
Matías Butelman,10.2082343583,11.5488219085
Ina Dépôt Légal Web,10.2143191208,8.9541963104
Matthew Weber,10.2155329997,11.241387364
Omar Alonso,10.2167458582,7.8392037881
Rossitza Atanassova,10.2252074369,10.1560830763
C C Mumma,10.2467405985,10.1032878084
Jason Ronallo,10.2691266791,10.4460494067
Kate Murray,10.2784494582,10.2550285698
John Howard,10.2854022189,11.4283601727
Akisato Kimura,10.3208005489,9.1699250014
Claire Knowles,10.3275526441,11.0854724592
WebArchivists,10.3476213686,6.8454900509
Leslie R,10.3575520046,11.4231159101
Margy Avery,10.3663222142,10.682116765
nevrasc,10.3750394313,8.9915218461
Pete Aven,10.3761253893,10.6357181203
Karl Blumenthal,10.3869402453,9.3987436919
Jason Webber,10.4146852358,10.8049376721
James R. Jacobs,10.4262647547,10.4346282276
Lebogang Dubula iEn Vaider,10.4470832262,12.2118882945
Seamus Lawless,10.4625022726,11.453270634
Max Kemman,10.4868350216,9.9277779621
ju,10.4878400338,9.0443941194
Igor Brigadir,10.4928546202,10.9578275608
Nancy Watzman,10.4988492065,10.8415643477
Jimmy Lee(PMG),10.4998458871,11.6470086384
Pedro Príncipe,10.503825738,10.1446582428
christopher 📚,10.5048189876,12.2880008897
Denis ~ Chile pepper,10.5196362528,10.6608872703
Robin M. Katz,10.5488219085,9.861086906
Stephⓐnie Wright,10.5526690975,9.2118882945
Steve McLaughlin🌾💾,10.5660540382,11.2491134527
Lisa Snider,10.5736471875,10.7607199475
Chris Freeland,10.5755392468,10.5381889321
Ryan Baumann,10.5915223466,10.1254134705
libraryjock,10.6054795181,11.5147140541
a Grotke,10.6147098441,10.3750394313
Bertram Lyons,10.6320864128,11.2567983861
Paul Walk,10.6375305515,10.5147140541
Mark Graham,10.6474584265,11.1472049249
Alina Deniau,10.648357582,12.2729213269
Black Music Research,10.6599958924,10.0674343608
Heinz Pampel,10.6706562491,10.2900188469
Jesse J 🎓📖💻📚🌈😻🐕,10.6706562491,11.7923836149
Lisa Lynch,10.6865005272,11.1382718002
Christine Borgman,10.6882503091,8.9188632373
TV News Archive,10.7406240445,9.82336724
Webrecorder,10.7406240445,7.1292830169
Ed Fay,10.7465143211,10.5235619561
Preservica,10.7473538295,12.1026318889
nick ruest,10.7498694274,9.9233274854
Amelia 📡✨📲,10.7582232147,10.0471239121
NJ Computer Group,10.7582232147,12.1098306543
Christie P,10.7632123668,9.897845456
ARLIS/NA New York,10.7665289086,11.5999128422
Graeme Earl,10.7723145739,10.8993569229
Nathan Patin,10.7805397675,9.2923216328
Karim B Boughida,10.7846348456,10.7772553152
j #OA nne Paterson,10.7862696276,11.0694497674
Arkivum,10.7879025594,12.2816403001
Miss Rina Baby,10.803323919,11.1749256825
William J Nixon,10.8454900509,10.855647166
Niels Brügger,10.8757493514,10.9143851322
Kurt Luther,10.8803488082,10.3933904574
Saskia Scheltjens,10.8963324039,10.5651020784
Rob Sanderson,10.900112063,8.4878400338
Dan Chudnov,10.9061389962,9.342074668
Lance Mercereau,10.9410476063,12.2039597032
Herbert @hvdsomp@octodon.social,10.9425145053,8.7380922596
Marko A. Rodriguez,10.947636938,9.7927902943
Arjen P. de Vries,10.9585527154,10.3409627643
João Costa de Souza,10.9628960053,12.2888660742
Kevin Ashley,10.9636186174,9.3772105304
Jeffrey Spies,10.971543554,9.9628960053
Adam Ziegler,10.9879745243,10.5018371849
Raymond Yee,10.9879745243,11.2306209331
Michelle Pearse,10.9893944998,11.7039035734
Lex Slaghuis,10.9985904297,11.2039597032
Susan Halford,11.0188956211,9.3728650601
Paul Wheatley,11.0188956211,8.8765169466
kazuhiro ando（かざかざ）,11.0202855008,11.1292830169
Abolish ICE,11.0313565963,9.9381093262
Bill LeFurgy,11.0320457269,9.8265484873
Ciarán O'Connor,11.0354864513,11.9701058906
jalbertbowdenii,11.046441948,10.5717526435
Rachel L Frick,11.048486874,9.8423503434
Shira Peltzman,11.0539258815,11.7544699953
NDSA,11.0573148778,7.8579809951
Euan Cochrane,11.0660891905,10.947636938
bigbluehat,11.076147528,11.4367115421
‏Chris Adams‎,11.0914353863,12.1023038172
Jessica Ogden,11.0914353863,10.8811139607
ןןoɔsıɹp uıʌǝʞ,11.0960562392,11.9794251953
Harald Sack,11.1039434299,10.4858293087
Chris Aldrich,11.1427452768,12.0059753565
DigitalCulture @ KCL,11.1484765822,10.7731392067
Shelley Powers,11.1529185761,10.2045711442
Archivportal-D,11.1535520317,10.9679467058
Marisa Parham,11.1904420188,10.905387005
Dr. Brooke Foucault Welles,11.1922928145,9.1724275086
DocumentingTheNow,11.2051823262,8.5584207133
CARL / ABRC,11.2366122002,11.2179576979
Andy Jackson,11.2544381483,10.0347989626
Kate Zwaard,11.2573878427,10.0701209445
Nader Ale Ebrahim,11.2632692004,12.0804844571
Jefferson Bailey,11.2662009125,9.4737057496
rachel mattson,11.2761244053,12.2894425757
Ben Vershbow,11.2969162069,10.7780771295
Sarah Shreeves,11.3100446796,10.5166849493
lil (library innovation lab),11.313449941,9.1292830169
archive.today,11.3145832443,10.6519486107
Eric Kansa,11.3151495623,10.7004397181
Leslie Johnston,11.3151495623,10.999295387
Amrapali Zaveri,11.3454052467,12.2833777893
mitera,11.3597495603,11.3253054551
Cassie Findlay,11.362491806,10.7960396088
Jake Orlowitz,11.3668685862,12.2874238117
Hampton Roads Finest,11.3728650601,13.3532846911
Chris Bellekom,11.3831642606,11.6188443018
Robert H. McDonald,11.3912435894,11.1699250014
David Mimno,11.4083297408,10.1318569606
trinket,11.4162697445,10.9872640121
Meghan Hoyer,11.4183797194,10.2467405985
Jim Pick,11.4314976043,11.8711351842
Angel,11.4408691676,12.2082343583
IIPC,11.4450148459,8.900866808
Elissa Redmiles,11.4465664091,12.0150665332
jasonrhody,11.4542992936,10.3026389238
Angela Woodall,11.4604558963,11.6402449362
Ingrid Mason,11.4619909506,11.8560363998
🅳🅰🆅🅸🅳 🆆🅷🅸🆃🆃🅰🅺🅴🆁,11.5008418796,12.003869232
Dépôt légal web BnF,11.5255208091,8.2094533656
Brian Mathews,11.5579422868,10.8955752824
Mounia Lalmas,11.5698556083,10.7279204546
Bergis Jules 🇱🇨,11.5727002265,10.1823943534
Jodi Schneider,11.5994479815,11.832098846
Peter Webster,11.5994479815,11.8004955005
DBpedia,11.6137894645,12.0771495156
ODUAlumniAssociation,11.6165488438,10.1369911121
Topgolf Va. Beach,11.6257088431,12.2279167242
WikiCite,11.628901152,11.5938579389
CommonCrawl,11.6943578872,10.6952282915
Jane Winters,11.7116669736,10.5206186806
Dr. Lindsey Elizabeth Jones,11.7527987584,12.2550285698
Data Science,11.7883105037,10.1395513524
CNI,11.7903484968,10.8811139607
Ryan Deschamps,11.7968507953,11.1312139051
Jaime Teevan,11.804534403,10.5565060547
Ben Albritton,11.8077574036,11.4701504353
Tim Gollins,11.8125784441,12.1408297708
David Underdown,11.8340759534,12.2888660742
Peter Krantz,11.8540891799,11.919980595
Shatha Jayyousi,11.8564255286,12.172740017
Stanford Libraries,11.8776675741,10.2021238238
Jennifer Serventi,11.9016211583,11.5122466428
Frank @frhuy@mastodon.social,11.905387005,11.7772553152
Mor Naaman,11.9829935747,10.6759570329
Kevin Thompson,12.0303222826,11.5507467854
Bruny Champ,12.0344550953,12.2868465027
Roberto Di Cosmo,12.0603581826,12.0265234425
thegreat78project,12.0881256922,10.3933904574
Ian Milligan,12.1972166931,10.8603110549
Paul Jones,12.1987519652,12.2729213269
James Baker,12.2449583932,11.4933551215
Alexy Khrabrov,12.2807707701,12.4051414631
Digital Archaeology,12.337621902,12.1582941036
Hindawi,12.4112461518,9.7632123668
"Joan Donovan, PhD",12.412305205,11.5430318203
Liz Neely,12.4421659722,11.7714894695
Trevor Muñoz,12.454556344,11.82456103
Archive-It,12.4635243733,10.022367813
Albert Lloreta,12.4688785538,10.1898245589
Ed Summers,12.497103357,11.8037275266
Anne Helmond,12.5028318041,11.9614496944
UK Web Archive,12.5127404628,9.3793783671
Samara Lynn,12.5286982836,11.9147588389
Frederic Kaplan,12.5408545321,11.5840229403
mark a. matienzo,12.5507467854,9.1032878084
MEDIUM ÆVUM,12.5579422868,12.2240016742
Itay Hod,12.566767596,12.6193029554
Ed Walters,12.5800229678,11.2905948881
Meredith Broussard,12.6188443018,10.731319031
Gardner Campbell,12.621594039,12.490600213
Ernie Smith,12.6282176802,10.905387005
Codio,12.6668897084,11.5008418796
The DLF,12.7054163989,11.2282174423
British Library Labs,12.7298331388,12.5176693881
Brett Bobley,12.746724244,10.8105716347
dana allen-greil,12.7540523675,12.566767596
Michael Nelson,12.7567647894,12.2140154914
Rachel Weidinger,12.7923836149,12.2088439907
lorcan dempsey,12.8000909876,10.4878400338
Dan Brickley,12.8265484873,12.9643408678
Hypothesis,12.9076418037,12.0930873904
Trevor Owens 💾🗄🕚,12.9952371704,10.9765641234
Daniel Rehn 💘,13.0239275772,11.7359790396
Lisa Hinchliffe,13.0682744557,13.1747696733
Brandon Jeffries,13.080317893,12.5139742737
Ben Welsh,13.0818162781,11.5722265128
Jimmy Lin,13.1703945523,9.5274770061
Denise H🦉,13.4477289874,12.1395513524
Meredith Artley,13.4524986577,10.4210128558
Baptiste Fluzin,13.5311377414,12.4439795426
Mike Amundsen,13.5410966153,13.253847485
SPARC,13.6235386035,10.1459321458
Bethany Nowviskie,13.6838718686,11.2227949029
Walker Bragman,13.7780771295,10.2923216328
Jason Koebler,13.8586609847,10.8145824659
Nick Sullivan,14.0946550441,12.4895971224
Kate Starbird,14.1338646637,11.4782640316
Dan Cohen,14.165613649,10.2644426002
Albert-László Barabási,14.300638554,12.2597432637
Konrad Lischka,14.3663222142,12.4093909361
WWWTXT (1980-94),14.6141922028,12.2511865035
עידוק,15.1676141509,14.3570708428
Jonathan Zittrain,15.439149104,12.7002229508
Joseph Cox,15.5058425606,11.4152135988
MIT CSAIL,16.1458326626,13.7330153217
Internet Archive,16.7840341087,9.2143191208
Antonio Paris,18.6684487534,15.7859377124
